Subject,AverageStudyTime,AverageBreakTime,PredictedGrade,PredictedKnowledgeLevel
Math,82,5,99,2
Science,44,13,73,3
Science,53,22,98,5
History,92,22,70,1
English,65,21,64,3
Math,80,7,74,4
History,60,8,79,1
History,45,26,92,1
English,37,28,89,5
Math,106,9,92,2
Math,85,8,76,4
History,48,20,88,1
Science,80,11,90,3
Science,88,8,69,4
English,95,15,97,2
Science,46,11,62,2
English,30,15,92,5
Science,31,29,75,2
Math,83,9,91,4
Math,30,27,62,4
English,84,25,99,5
History,110,15,63,2
Math,71,10,71,2
History,110,24,68,1
Science,84,22,84,3
Math,75,17,81,3
English,79,22,88,2
Science,50,17,63,3
Science,101,19,92,5
English,48,18,88,5
Math,68,18,68,4
History,93,28,93,4
Science,93,5,80,1
History,50,20,93,3
Science,36,15,64,2
English,119,18,90,4
English,44,16,88,5
English,90,22,60,4
Science,71,10,74,5
Science,30,7,65,4
Science,55,15,85,3
History,93,29,100,4
English,58,23,79,1
History,84,8,93,4
Math,45,22,77,3
History,70,10,79,3
Science,92,15,93,1
History,36,28,62,4
English,104,22,86,4
Math,113,18,97,3
Math,34,19,72,4
Math,89,7,77,1
Science,49,22,81,3
History,35,19,83,5
English,78,22,72,4
Math,58,23,83,5
English,36,16,100,5
English,99,7,89,2
Math,116,24,92,1
English,67,24,83,5
English,112,7,67,3
Math,84,11,76,3
Math,79,24,64,1
Math,34,11,80,2
English,71,7,86,4
Science,64,27,72,1
History,73,22,68,4
Math,86,19,72,5
Science,70,19,72,4
English,70,24,88,1
Math,113,11,82,1
Math,107,22,87,2
Math,108,5,80,5
Math,68,7,88,1
Science,72,27,67,3
History,86,26,96,4
English,40,24,63,5
English,116,6,73,2
Math,101,29,85,5
History,113,6,74,1
English,43,26,89,5
History,118,21,87,3
History,118,20,80,1
Science,112,14,77,4
Math,54,14,80,5
Math,78,16,72,3
History,94,18,72,4
History,95,29,83,4
English,40,24,63,4
Science,111,28,84,5
History,54,12,93,1
Science,119,20,70,2
Math,87,9,96,1
Science,118,15,86,3
History,66,15,64,3
Science,119,7,62,4
Math,61,16,82,1
History,59,16,74,5
Science,76,17,95,2
Math,85,14,92,2
Science,47,18,85,4
Math,107,13,100,1
History,91,28,75,2
Math,34,5,96,5
Math,59,7,72,4
English,98,29,96,5
English,96,28,63,1
History,79,15,81,5
History,80,26,61,4
Science,115,12,64,5
History,119,12,74,1
English,81,28,82,1
History,82,25,86,2
Science,42,11,85,2
Math,103,21,90,2
Science,85,16,75,4
English,50,22,65,5
Math,35,22,60,1
Math,56,27,95,3
English,103,27,88,1
Math,74,12,71,5
History,78,6,69,4
English,61,9,94,2
English,66,25,92,2
English,120,16,91,3
History,61,6,88,3
Math,67,12,70,4
Math,36,18,73,4
Math,118,26,99,5
History,54,25,67,1
Math,43,27,73,3
English,72,17,68,2
Math,33,13,91,2
Science,57,28,84,3
Math,57,15,83,1
English,54,11,62,4
English,101,25,66,1
Science,54,23,61,4
History,120,26,95,4
Science,59,13,91,3
Science,48,7,87,2
History,34,17,80,1
English,40,28,94,2
Math,112,6,80,4
History,49,25,74,2
English,56,9,85,2
Math,94,11,79,1
Science,97,26,60,1
Science,118,6,66,4
Science,109,7,68,3
Math,86,25,99,2
Science,103,20,75,1
Math,76,16,97,1
History,82,13,62,2
Science,72,20,69,3
Science,51,29,95,1
Science,92,24,80,5
Math,96,13,75,5
History,119,22,90,4
Science,32,20,72,2
English,31,30,76,4
Science,93,19,76,5
Science,111,14,69,3
Math,90,10,76,2
English,102,14,97,3
English,58,25,82,2
English,120,7,82,1
History,54,30,97,2
Math,70,27,99,4
History,53,7,71,3
English,80,23,65,5
History,73,30,97,1
Science,49,8,94,1
English,59,17,94,3
English,62,25,92,3
Science,99,29,80,5
Math,50,16,74,3
Science,34,30,84,2
Science,50,22,63,4
Science,47,17,97,2
History,55,6,79,3
History,44,22,84,5
History,66,11,66,5
Science,55,8,86,3
English,75,15,60,5
Science,45,23,83,4
English,109,28,62,2
History,119,22,91,3
History,30,18,86,4
English,97,19,81,4
Science,69,25,94,4
History,84,21,96,3
Math,110,13,66,5
History,90,25,85,1
Science,43,7,80,2
Math,44,23,98,1
History,92,22,97,2
English,102,7,97,5
English,60,13,79,4
Science,36,16,84,2
History,82,21,61,3
Math,49,8,94,3
English,51,17,82,5
English,44,16,97,5
Science,68,9,91,1
History,88,21,60,4
Math,37,22,62,5
English,79,14,72,3
Math,108,19,84,2
History,119,25,86,3
English,110,7,63,1
Science,40,16,62,4
History,97,14,79,2
English,87,8,63,1
History,82,21,70,2
Science,42,30,64,3
History,84,6,67,5
English,44,24,63,5
History,30,9,87,3
English,49,24,76,1
History,50,18,94,2
History,32,12,64,1
Math,93,18,78,4
Math,51,13,74,3
History,40,5,95,1
History,102,18,93,2
English,41,8,68,5
History,30,5,81,2
English,34,28,62,3
Math,120,23,83,3
Science,117,26,70,2
Science,54,15,67,1
History,67,22,77,4
Math,32,15,73,4
Science,75,26,82,1
English,53,25,80,2
History,93,30,95,2
Math,47,22,72,5
Science,55,5,89,1
History,62,27,64,3
English,94,18,60,4
History,100,21,72,4
Math,104,16,95,2
Math,41,14,73,2
English,90,16,70,2
Math,104,7,87,4
Math,48,10,73,4
English,91,17,95,5
Math,88,12,63,1
History,82,5,76,3
History,71,20,83,1
Math,90,30,93,1
Math,42,5,90,2
Science,38,17,89,5
Math,113,30,75,2
History,53,22,91,3
English,32,8,60,3
English,31,8,83,4
History,107,12,70,2
History,109,5,78,4
English,75,19,60,4
English,71,29,80,4
History,114,30,97,3
English,39,13,66,4
History,36,25,97,5
English,95,5,95,1
Math,100,16,71,1
Science,73,20,92,4
History,112,8,90,2
English,72,6,64,3
History,74,28,88,5
Math,42,30,87,1
History,108,6,90,2
English,77,11,73,5
Math,54,19,72,1
English,106,5,96,2
Science,33,13,63,1
Science,107,16,100,5
Science,39,12,75,2
Science,72,25,87,3
History,105,27,85,3
English,49,8,80,2
Science,34,11,66,1
History,111,17,68,1
English,86,11,64,2
Science,35,9,75,4
English,118,14,88,1
Science,39,14,96,1
Math,108,8,84,5
English,105,8,65,5
English,36,24,74,5
Science,45,17,84,5
English,78,5,80,4
History,92,10,90,5
Science,66,14,73,5
Science,43,26,72,1
Science,58,23,77,5
Math,92,29,90,1
History,96,7,63,3
History,105,20,80,5
English,40,21,97,2
Science,40,21,75,5
Science,71,23,88,5
History,67,14,63,1
History,45,11,79,3
Math,118,30,94,4
Science,94,7,94,2
English,118,27,72,4
Science,89,14,64,2
History,77,22,84,4
Math,99,5,60,3
History,88,20,89,5
History,117,21,72,2
English,113,8,68,2
English,32,15,62,3
History,30,17,82,1
History,37,18,63,2
English,117,12,75,5
English,103,13,92,3
Math,74,9,84,1
English,118,10,91,4
History,83,23,98,2
History,110,16,95,5
Science,118,11,72,2
English,93,28,66,5
English,34,28,64,4
Science,75,7,82,4
History,96,20,76,4
Math,107,30,64,2
Science,72,29,85,3
English,53,12,100,4
English,104,10,70,1
English,39,15,62,3
Science,120,19,87,1
History,90,18,76,1
Math,80,20,74,2
Science,41,7,70,1
Math,39,18,90,4
Science,57,13,79,2
History,95,30,72,4
Math,52,11,82,1
History,116,16,100,3
Science,87,25,68,2
Science,51,22,79,1
English,51,5,78,4
Math,113,29,62,4
History,80,8,100,2
English,63,6,89,1
Science,96,26,61,5
Math,110,14,95,5
Science,74,9,68,4
Science,118,9,94,5
History,104,19,73,1
History,68,6,89,3
English,77,19,91,2
English,69,16,60,2
English,86,12,87,4
English,76,21,81,2
Math,77,13,67,3
Math,111,22,86,4
Math,97,6,91,1
English,110,24,64,4
Math,74,15,68,4
History,86,17,61,1
History,54,21,67,2
History,81,24,68,1
Science,61,14,76,4
English,84,17,100,3
Math,105,30,62,1
Math,112,18,74,5
Math,89,11,99,5
Math,58,18,100,5
English,114,11,93,2
Math,82,17,62,2
History,75,29,87,5
History,35,26,100,2
English,110,7,97,5
Math,92,11,81,2
Science,107,30,86,1
Math,69,5,94,4
English,112,28,85,4
English,56,21,87,3
History,118,21,66,1
Math,93,15,96,4
Science,83,29,62,2
Science,43,12,65,5
Math,76,19,75,5
Math,66,25,85,1
Math,91,30,88,1
History,67,14,99,4
History,103,20,77,2
English,54,21,75,3
History,39,17,84,2
History,35,23,91,2
History,79,14,94,2
Math,58,6,93,4
Science,53,16,65,3
History,86,13,60,2
English,53,28,74,3
Science,82,6,68,4
Science,119,9,67,4
History,113,22,77,2
History,50,10,63,2
History,74,9,97,5
Math,32,5,80,4
English,77,23,94,5
History,52,23,75,5
History,105,6,89,2
History,90,15,87,5
Math,44,26,74,4
Math,77,23,68,2
Math,53,13,76,5
English,71,17,85,1
Math,80,26,69,1
English,93,13,61,4
History,106,5,100,2
Math,99,30,76,1
History,46,18,91,1
English,110,20,62,4
Math,113,26,80,3
Science,101,6,72,1
Science,98,7,76,5
English,114,24,88,3
English,116,25,68,4
History,77,15,67,4
English,73,18,93,1
Math,61,27,66,2
Science,70,9,73,5
Math,37,9,70,4
English,51,18,66,3
History,115,6,62,3
History,46,13,76,1
Science,75,18,71,2
Math,52,25,93,1
Math,31,14,85,3
History,36,14,90,3
Math,113,11,73,1
Science,115,26,89,1
Science,44,25,96,1
Science,54,7,84,2
English,118,26,82,2
Math,93,9,95,2
English,85,6,62,1
Science,97,14,97,1
History,43,6,72,2
Science,85,19,80,4
Math,40,20,75,5
History,69,25,100,4
English,70,29,86,5
History,94,15,87,4
History,115,25,73,4
English,104,22,81,5
History,79,23,66,5
History,67,6,93,4
English,96,12,85,1
English,64,20,70,3
Science,98,27,90,4
Science,66,26,68,2
Science,73,12,74,4
Math,51,13,62,5
History,40,23,64,5
Math,108,11,91,1
History,113,9,92,1
History,101,8,94,3
English,66,22,98,2
English,46,7,65,1
English,91,25,88,1
History,77,11,66,5
Math,91,13,94,5
English,82,21,86,3
English,96,10,67,2
English,58,10,92,1
Math,58,5,80,5
English,56,18,60,1
History,58,11,83,3
English,110,18,83,2
English,92,24,70,5
English,104,9,90,4
English,60,18,76,1
English,112,23,68,1
History,30,17,69,4
Math,105,12,99,4
Math,37,14,75,3
Science,59,16,71,1
Math,31,18,76,3
History,62,20,93,5
Math,71,9,95,4
History,75,17,80,3
Math,74,26,89,1
English,90,14,87,5
English,55,9,71,3
Math,35,24,97,1
Math,30,6,99,3
Math,38,7,67,3
Math,72,25,71,3
History,92,20,96,1
Math,118,23,99,4
Science,111,30,78,4
History,112,29,87,5
Math,46,19,73,5
Science,68,28,63,3
History,81,14,78,1
Math,100,8,91,5
History,71,17,65,5
Math,77,27,88,3
History,67,23,96,5
History,96,19,99,1
Science,120,30,74,1
Math,34,14,60,5
History,45,14,91,1
Science,52,27,87,2
Math,98,18,74,3
History,97,25,89,3
Math,85,30,65,4
English,49,5,88,5
Science,81,20,67,4
English,30,12,88,4
Science,37,24,84,4
Math,108,13,69,1
Science,82,8,93,3
History,42,24,94,1
English,117,29,92,5
English,113,10,100,5
English,110,27,60,4
Math,112,17,80,4
Science,103,10,70,4
Math,53,15,90,5
History,117,29,82,1
Science,64,27,75,2
English,69,7,81,5
Science,91,26,88,1
History,55,28,65,4
Science,39,27,90,2
English,90,12,63,5
Math,81,23,75,1
History,74,24,95,1
History,48,27,89,5
Science,114,16,100,4
English,113,12,68,1
Math,87,24,69,5
Math,31,28,71,4
Science,60,19,99,4
History,101,25,73,2
Science,103,23,88,4
Science,45,23,73,3
History,94,22,72,1
Math,92,20,82,5
History,98,26,61,1
History,57,29,66,3
History,39,26,64,3
Science,51,18,75,2
English,71,17,92,1
English,56,21,61,2
Math,95,7,91,3
Science,31,6,95,4
English,39,30,73,3
English,118,30,80,3
Math,33,20,90,4
Math,79,10,96,1
Math,54,15,82,1
History,106,13,65,4
Math,114,11,91,1
English,42,20,75,1
English,94,7,80,5
Science,86,6,90,3
History,108,12,98,2
English,102,17,95,4
History,67,20,74,3
History,98,18,88,4
History,76,23,62,5
English,103,27,89,3
Math,60,30,70,4
Math,68,30,99,4
English,61,8,94,4
Science,93,24,67,3
Math,43,27,92,1
Science,117,10,73,3
Science,114,20,61,1
Math,55,10,77,4
History,102,5,84,2
Math,33,14,99,3
English,80,18,93,2
Science,50,11,88,4
Science,30,25,74,2
English,41,14,69,5
Science,48,30,95,3
History,40,22,93,2
Science,88,29,70,5
Math,62,8,67,1
Math,51,6,70,4
English,89,15,73,3
Math,118,18,63,5
History,73,26,74,4
Science,94,5,63,2
English,103,12,93,5
English,79,28,69,5
English,77,6,95,1
English,114,10,76,1
History,41,8,62,5
History,92,15,74,1
Science,99,6,82,2
Science,117,24,78,2
Science,106,30,87,5
English,98,17,98,5
History,56,19,66,3
History,105,29,69,4
Science,81,9,63,1
History,79,19,69,2
Math,109,18,98,1
Science,82,10,84,4
Math,73,30,79,5
Science,30,17,84,2
Math,120,17,72,2
Science,97,17,84,2
English,94,12,81,1
Math,67,6,99,3
Science,61,18,73,2
Science,88,13,89,4
English,55,16,68,3
Science,118,28,76,5
Math,120,16,72,3
History,35,6,95,1
Math,63,6,60,3
Science,63,13,97,2
Science,66,23,88,2
Math,95,28,85,1
History,50,7,74,4
Science,114,21,84,2
History,85,7,68,1
History,80,9,60,3
Science,120,29,89,5
History,104,14,65,1
History,94,29,66,3
Math,35,17,89,4
English,39,12,94,4
Science,101,12,79,4
Science,83,29,62,1
English,43,16,95,1
English,97,30,76,1
Math,52,26,87,4
History,63,20,87,4
Math,47,20,95,3
Math,72,18,89,3
English,93,10,98,1
History,46,19,93,2
Science,95,28,100,3
Science,60,21,72,4
English,42,7,93,2
English,52,26,83,1
History,68,21,79,2
English,44,26,72,4
Science,69,25,80,1
Science,75,15,84,3
History,66,16,76,3
English,113,27,72,5
English,105,26,97,4
Math,42,16,74,2
History,99,6,64,4
Science,97,7,95,1
English,35,15,68,2
History,37,11,65,1
History,85,9,88,4
Science,71,5,91,4
Science,73,11,73,4
Science,57,17,67,4
English,113,24,93,4
Science,93,5,92,5
Science,47,14,72,5
History,76,23,65,1
Science,35,8,68,1
History,66,29,100,5
Math,84,14,81,4
English,40,10,81,4
English,118,19,72,3
English,48,22,80,5
History,79,11,78,5
Math,34,9,96,1
History,54,6,72,3
Math,41,28,97,2
History,77,9,68,2
English,45,7,68,5
Science,118,18,64,1
History,46,16,98,2
Math,95,21,66,5
Science,85,15,100,4
Math,115,24,67,2
Math,36,28,85,4
Science,35,12,66,1
History,62,23,84,3
Math,100,17,92,4
History,106,16,91,2
History,94,14,92,1
Science,93,14,89,2
English,85,5,83,2
English,53,22,71,5
History,51,30,100,2
History,115,19,69,1
English,113,12,99,4
History,64,12,63,1
Math,44,27,60,4
Math,82,10,75,4
Science,109,23,77,4
History,43,24,75,4
English,85,27,94,3
History,70,6,91,1
English,95,27,71,1
English,35,26,80,1
English,84,26,71,4
English,70,21,83,5
History,73,17,88,4
History,98,26,61,4
English,60,29,76,3
Science,35,10,85,3
History,53,6,96,1
Math,112,11,62,5
Math,62,5,68,3
Science,51,13,71,2
Math,39,8,69,2
English,112,26,87,3
Science,80,8,81,5
English,95,30,72,1
History,51,7,88,5
Science,103,26,100,5
Math,88,27,67,2
Science,65,8,93,1
Math,67,23,74,3
Science,100,19,90,3
History,107,26,89,4
Math,85,5,62,3
History,98,30,99,1
Science,41,27,67,2
English,114,13,82,5
English,35,24,97,2
Math,110,7,88,4
Science,119,12,83,1
Math,78,22,68,5
History,60,27,99,5
English,51,12,96,3
Science,66,18,68,3
Science,31,17,93,3
English,75,19,66,4
English,86,21,99,4
English,32,29,74,2
Science,107,8,70,1
Math,50,26,75,4
Math,91,20,69,1
English,72,17,80,1
History,72,8,64,2
History,40,23,65,2
Science,113,21,94,5
Math,54,26,65,3
Math,46,19,72,3
Science,32,25,66,4
Science,36,11,90,1
History,86,29,79,1
Science,66,25,64,4
Science,34,6,72,4
History,35,10,71,3
Science,85,24,71,1
Science,102,30,100,5
English,90,25,79,4
History,55,12,71,1
English,101,20,93,1
Math,119,17,99,2
English,101,11,87,2
Science,110,9,66,2
English,73,24,62,1
Math,70,30,71,4
Science,57,20,68,2
Math,117,11,73,2
History,97,19,92,3
Science,46,30,85,3
Math,105,8,78,1
English,72,26,92,1
Math,39,15,80,3
Math,39,14,69,5
English,101,11,83,1
Science,58,24,71,4
English,85,10,67,5
English,58,19,95,1
History,80,7,75,1
History,72,27,96,2
Science,82,18,63,3
History,51,13,99,1
English,111,5,89,3
History,101,12,82,1
English,94,12,61,1
History,33,28,65,1
History,101,7,92,3
Science,114,11,80,1
English,64,28,95,1
English,113,21,90,3
Science,46,28,74,5
Science,92,17,82,2
Science,95,22,75,4
Science,61,17,87,4
History,48,13,82,4
History,107,18,78,5
Science,118,15,91,2
History,52,27,86,3
Math,99,17,85,2
Math,89,30,87,5
History,94,29,75,2
English,73,8,71,4
Math,100,15,89,3
Math,68,10,93,5
Science,47,18,63,1
English,108,18,66,3
Math,85,24,77,2
Math,79,29,65,3
English,58,25,73,5
Math,47,10,96,1
Science,59,13,96,4
Science,78,12,90,4
History,85,6,98,1
Math,76,22,100,5
Science,100,13,73,3
Science,92,15,94,5
English,111,14,80,3
Science,59,5,68,1
History,51,21,65,5
History,60,21,62,3
Math,57,7,77,5
Math,63,17,100,5
Math,67,5,91,3
English,34,15,62,2
English,120,19,91,4
English,84,27,77,2
Math,60,16,88,4
Math,69,22,99,5
English,98,25,80,5
History,110,21,89,1
Math,87,12,100,1
History,86,29,91,1
Math,92,15,90,4
English,113,23,100,5
History,72,29,82,5
English,102,29,91,1
Math,80,24,92,1
History,44,27,91,3
Math,84,26,73,4
Math,40,19,68,2
Math,103,8,78,1
English,64,6,64,4
Math,36,26,63,4
Math,77,22,98,4
History,98,19,82,5
Science,89,30,68,1
History,66,9,79,5
English,39,23,93,3
Science,73,27,68,2
Science,70,21,94,3
Science,63,8,77,2
Science,72,27,74,1
Math,59,26,61,3
History,77,6,82,5
History,53,10,73,2
Math,76,17,68,5
Science,31,17,76,1
History,115,7,72,1
History,88,25,97,2
Science,64,16,63,2
Math,61,23,98,3
Math,43,9,99,5
Science,75,15,88,4
Science,82,8,76,4
Math,33,24,74,3
History,90,23,81,5
Math,87,30,64,5
Science,82,26,89,3
Science,106,15,75,1
Science,90,23,85,1
Math,101,26,95,2
Math,117,25,86,1
Science,91,26,79,4
English,90,21,73,2
Science,113,26,60,2
Math,93,30,80,1
History,45,9,94,4
History,106,29,78,5
English,105,7,67,1
English,67,26,68,3
Math,37,10,91,4
History,116,29,72,3
Math,44,5,99,3
Science,73,15,67,4
Science,57,22,68,1
Math,49,10,88,1
Math,93,21,96,5
English,107,28,85,3
English,92,14,70,4
History,44,24,72,1
Math,85,23,65,5
English,63,12,89,1
Science,44,20,85,5
English,116,9,76,3
Math,111,11,92,4
History,51,7,61,5
Science,68,6,60,2
English,81,25,64,3
Math,55,23,89,1
Science,61,26,95,2
History,63,21,73,1
English,54,15,70,2
Science,40,29,72,1
Science,78,15,78,1
English,82,16,66,1
English,76,24,75,2
English,83,8,61,4
English,88,24,85,5
English,32,11,91,4
Science,99,13,97,5
History,38,14,81,2
History,46,30,66,5
Science,117,30,74,5
Math,58,23,85,5
English,104,25,91,1
History,67,10,62,3
Math,97,25,65,2
Math,72,9,84,5
History,82,21,90,5
English,97,21,100,1
History,64,6,87,5
Science,30,29,82,5
Science,73,9,71,5
English,50,19,91,2
History,100,27,99,1
Science,111,25,60,4
History,31,29,100,2
History,48,30,68,5
Math,117,21,80,5
English,82,28,65,1
History,110,17,66,5
History,36,16,94,3
English,51,10,78,3
Math,89,13,74,4
English,66,10,69,3
History,31,12,92,3
Science,94,28,80,3
Science,98,11,64,5
Math,53,28,67,2
Science,89,20,63,1
English,119,13,70,4
English,42,30,86,5
Math,62,20,97,4
History,50,6,81,1
Math,55,6,93,3
Science,58,15,97,3
History,52,24,69,1
English,36,28,75,5
Science,101,22,65,2
Science,94,14,67,4
Science,54,17,88,5
History,99,13,71,5
English,94,12,97,3
History,115,18,74,1
History,42,14,88,2
History,59,30,98,4
Science,44,29,93,2
Science,66,18,94,5
History,66,26,85,2
History,110,13,60,2
English,112,19,84,3
History,87,12,89,2
Science,118,9,84,1
History,71,27,83,4
English,120,25,87,4
English,53,19,96,5
History,59,28,92,2
English,99,5,79,2
History,120,25,92,3
Math,101,6,80,5
English,100,16,74,1
History,94,11,84,2
Science,83,15,62,5
Science,118,29,97,5
English,104,5,81,5
Math,78,20,63,4
Math,41,20,72,4
Math,102,11,87,1
English,110,14,66,5
English,115,23,100,5
Math,90,18,96,2
History,110,15,89,3
Science,100,9,62,4
Science,88,23,65,1
History,66,20,95,4
Science,38,14,67,3
English,84,13,87,2
Math,76,22,78,2
Science,95,23,87,4
Math,113,13,88,1
History,86,12,69,4
Math,61,8,73,3
Math,102,30,85,4
Science,118,19,62,1
Science,117,23,78,3
Science,79,26,93,4
Science,42,6,83,4
Science,103,7,64,3
History,108,18,96,2
Math,81,16,62,2
Math,68,8,65,1
Math,77,12,70,4
English,49,18,79,1
Science,112,7,70,1
Science,56,10,62,5
History,47,11,97,5
History,42,14,70,3
Science,56,23,94,5
Science,74,15,93,2
English,85,24,98,5
Science,85,5,86,1
Math,40,16,92,4
History,116,16,91,1
Math,47,18,96,1
English,110,13,95,5
English,63,15,71,1
Science,110,15,63,2
Math,67,24,63,2
English,77,19,65,2
History,61,29,62,4
English,37,23,88,2
History,53,14,100,1
Science,102,19,82,3
Science,78,6,80,2
Math,46,19,84,5
History,107,29,83,4
Math,108,25,69,1
History,61,6,93,4
English,80,27,63,4
English,37,9,98,5
Math,74,9,66,4
History,53,14,81,5
Science,57,19,74,1
Math,96,21,82,4
History,43,14,60,3
History,66,16,82,3
Science,102,11,100,2
Science,119,18,63,2
History,84,21,89,5
Math,35,5,68,5
History,116,5,95,2
Math,54,10,76,2
Science,84,23,99,5
Science,77,18,80,2
History,78,24,80,1
English,107,10,68,5
Math,109,29,73,2
History,49,24,65,2
History,107,19,82,2
Math,66,30,92,3
History,68,22,96,5
English,110,26,74,1
History,71,28,82,1
Science,95,30,79,2
Math,84,22,90,1
English,30,21,100,3
English,71,11,74,3
Math,54,25,93,4
Math,63,21,89,5
History,53,17,93,3
History,59,17,70,5
Math,66,10,91,1
Science,90,25,73,3
English,97,10,79,4
Math,77,25,91,2
Math,97,23,72,2
Science,112,15,91,4
Science,52,10,92,4
Science,71,7,89,3
Math,87,30,71,1
History,41,11,67,4
History,100,24,90,3
English,63,25,93,3
Science,115,15,67,4
English,66,13,86,4
History,111,5,75,2
Math,72,30,91,3
English,45,22,94,3
Math,98,7,90,5
English,103,13,69,5
History,38,18,77,3
English,109,18,60,3
English,63,13,62,5
Science,54,10,72,1
History,74,9,81,3
Science,96,27,77,2
History,62,9,74,1
English,33,30,91,3
Math,41,11,97,2
Math,69,8,76,3
Science,52,10,60,1
Science,32,29,61,5
Science,63,26,86,4
English,94,21,100,5
Science,96,19,93,4
English,35,27,77,1
Math,112,27,92,5
Math,49,26,83,5
Math,56,23,99,4
Science,115,23,77,4
History,54,9,66,1
History,60,22,81,3
Math,62,15,72,4
Math,38,26,84,5
English,116,8,100,1
Math,37,19,85,4
English,45,13,65,4
Math,66,18,76,2
English,72,29,89,2
English,94,12,64,4
History,112,30,85,5
English,98,28,80,5
Science,64,28,100,5
Math,31,21,60,4
Math,89,27,87,1
Math,106,27,71,3
